ue_id,loc_x,loc_y,tick,cell_lat,cell_lon,cell_id,cell_az_deg,cell_carrier_freq_mhz,distance_km,relative_bearing,cell_rxpower_dbm,sinr_db
21,2.9529545513137805,47.80320558085873,10,90.0,180.0,3,240,2100,15.362498309697939,117.04704544868622,-99.62304069062516,-2.6613110090180365
22,165.06297412284277,-78.9535880061773,10,90.0,180.0,3,240,2100,16.749777943478023,314.9370258771572,-100.37511424912721,-3.9618711910115083
23,8.718414470455656,71.12763076514733,10,90.0,180.0,3,240,2100,14.557853223417323,111.28158552954437,-99.15673546244952,-2.0399340698772543
24,4.405165531187322,-49.39776074856707,10,90.0,180.0,3,240,2100,16.55748533942834,115.59483446881268,-100.27436489428298,-3.6276153776783033
25,-65.7686498289465,-88.31918323093056,10,90.0,180.0,3,240,2100,16.80372899937292,185.7686498289466,-100.40118862298738,-4.771153875823174
26,-67.41553129382386,9.508158870705685,10,90.0,180.0,3,240,2100,16.00830977874542,187.41553129382385,-99.98055711912636,-3.0004290550526553
27,7.520541810371924,-25.38563160887081,10,90.0,180.0,3,240,2100,16.36843375500524,112.47945818962808,-100.17520456513205,-3.585770531467758
28,-17.73404087123231,57.004403105939076,10,90.0,180.0,3,240,2100,15.11652823765079,137.7340408712323,-99.48263745589922,-2.44457497125971
29,-170.9644577772176,52.336360950113885,10,90.0,180.0,3,240,2100,15.248849226403019,290.9644577772176,-99.55723759889902,-2.313237023143348
30,109.23413827225875,-24.477404411815584,10,90.0,180.0,3,240,2100,16.360531380894443,10.765861727741253,-100.1674367924365,-3.176731399124751
31,169.10032785957793,78.1042719487561,10,90.0,180.0,3,240,2100,14.096333943822296,310.89967214042207,-98.87729452991601,-1.6526753810232702
0,47.20399149900683,-11.925512956056721,11,-90.0,-180.0,1,0,2100,15.97781728844924,227.20399149900683,-99.96513791443309,-3.0754645139148455
1,27.791867161438745,62.574337951227506,11,-90.0,-180.0,1,0,2100,16.64780583841392,207.79186716143874,-100.32155669006318,-3.714757213172328
2,3.189256178077386,-50.944904973390614,11,-90.0,-180.0,1,0,2100,15.285127412505911,183.18925617807736,-99.5789929891457,-2.592828098319874
3,-67.42738439265565,-84.4594812422539,11,-90.0,-180.0,1,0,2100,13.332243596606329,112.5726156073444,-98.40267175256116,-1.207166930565465
4,-171.5343974271468,-47.1336403647321,11,-90.0,-180.0,1,0,2100,15.378241410483097,8.465602572853186,-99.63645561695684,-2.3895364314315772
5,-13.156055482604756,-30.212799947744834,11,-90.0,-180.0,1,0,2100,15.710945582634164,166.84394451739524,-99.81802983659145,-3.0057659018447467
6,-88.69615817911468,25.258526258084785,11,-90.0,-180.0,1,0,2100,16.367331577911937,91.30384182088528,-100.17521017614183,-3.2388821871744247
7,172.05394218714457,39.285964956275194,11,-90.0,-180.0,1,0,2100,16.48218064329889,352.0539421871445,-100.23290241661842,-3.250216442292799
8,146.67173586743752,-16.367430722083625,11,-90.0,-180.0,1,0,2100,15.919241407500936,326.6717358674375,-99.93554944089593,-2.737080336276093
9,76.95837731159918,-38.50418816359804,11,-90.0,-180.0,1,0,2100,15.561654495527698,256.9583773115992,-99.73483549618962,-2.6429599653426643
10,-82.29160859406029,-74.63744776534912,11,-90.0,-180.0,1,0,2100,14.352087300057743,97.70839140593972,-99.03412030443654,-1.8525196272818742
11,164.1437325182854,73.52875265262185,11,-90.0,-180.0,1,0,2100,16.717142727296935,344.1437325182854,-100.35344815119113,-3.794247776085766
12,98.78968723117515,2.7476489077708095,11,-90.0,-180.0,1,0,2100,16.150036289604017,278.78968723117515,-100.05917390624786,-3.0108442891109384
13,49.62954658888333,-54.82182850505235,11,-90.0,-180.0,1,0,2100,15.180579857908356,229.6295465888833,-99.51872195144234,-2.4415363731279998
14,27.20695517298637,-68.92862717452985,11,-90.0,-180.0,1,0,2100,14.668069647757404,207.20695517298637,-99.22178429105895,-2.1082816585978312
15,-166.75465015270333,14.00674145761245,11,-90.0,-180.0,1,0,2100,16.264609645404338,13.245349847296666,-100.12117527206561,-2.9866415915451467
16,166.33845034924377,-66.9291707105447,11,-90.0,-180.0,1,0,2100,14.758723247859573,346.3384503492438,-99.28169307132997,-2.0438375347432185
17,-1.5576260955098178,30.854791978714843,11,-90.0,-180.0,1,0,2100,16.414743673264148,178.44237390449018,-100.1997215568771,-3.585036527000753
18,102.09516698673838,-46.605241046058815,11,-90.0,-180.0,1,0,2100,15.390492719680074,282.0951669867384,-99.63879931276918,-2.475516387428336
19,-139.8063075142215,26.458541017227205,11,-90.0,-180.0,1,0,2100,16.377689255992973,40.19369248577851,-100.18150119725871,-3.146025561035677
20,3.0207291489710144,38.74083645229288,11,-90.0,-180.0,1,0,2100,16.47795527388689,183.020729148971,-100.23302042472139,-3.589515854440249
21,0.6519489716081921,48.79724512236527,11,-90.0,-180.0,1,0,2100,16.55316810506056,180.65194897160816,-100.27235828862545,-3.625578841563644
22,165.2328099443181,-79.9873845720891,11,-90.0,-180.0,1,0,2100,13.924000578181515,345.2328099443181,-98.77564459509996,-1.5506913936470412
23,8.125036242242857,70.29420173952926,11,-90.0,-180.0,1,0,2100,16.697164783981172,188.12503624224286,-100.34691836949382,-3.8267755415673967
24,5.640959622417654,-49.615922401436585,11,-90.0,-180.0,1,0,2100,15.318589651163245,185.64095962241763,-99.59797399789286,-2.6209892161113673
25,-65.96497796598683,-88.19030762835996,11,-90.0,-180.0,1,0,2100,12.213315674625592,114.03502203401325,-97.63842383402631,-0.43334583952051453
26,-73.09633634224716,10.468335010301573,11,-90.0,-180.0,1,0,2100,16.229996533026277,106.90366365775287,-100.1016527067529,-3.1596798421222267
27,4.864144509236354,-23.2011221147596,11,-90.0,-180.0,1,0,2100,15.821840257042355,184.86414450923633,-99.87945442637107,-3.184694073083322
28,-17.736030471519513,57.037474243062405,11,-90.0,-180.0,1,0,2100,16.610841382493252,162.26396952848052,-100.30231222136521,-3.6702368908309877
29,-172.40759957398453,53.602080520763565,11,-90.0,-180.0,1,0,2100,16.587200047656175,7.592400426015445,-100.28730689645897,-3.4315660705194926
30,107.85254665668674,-24.125792956292287,11,-90.0,-180.0,1,0,2100,15.8079009461556,287.85254665668674,-99.87275357866405,-2.7348957305656816
31,174.55189909543782,78.82772460754049,11,-90.0,-180.0,1,0,2100,16.749032707474328,354.55189909543776,-100.36749660419272,-3.9520865962122507
0,47.20399149900683,-11.925512956056721,11,0.0,0.0,2,120,2100,15.498384820553238,346.057050038251,-99.69979383612537,-2.6732136234678943
1,27.791867161438745,62.574337951227506,11,0.0,0.0,2,120,2100,15.809115107184176,253.6014250884234,-99.87235849974019,-3.0595552218953284
2,3.189256178077386,-50.944904973390614,11,0.0,0.0,2,120,2100,15.552310360366963,57.415400149013635,-99.73026731148211,-2.8251762427751803
3,-67.42738439265565,-84.4594812422539,11,0.0,0.0,2,120,2100,16.096081538469228,65.11842778469165,-100.02910634294635,-3.7557678377573285
4,-171.5343974271468,-47.1336403647321,11,0.0,0.0,2,120,2100,16.505147508380315,67.78072319301992,-100.24663889736885,-3.3162617674438666
5,-13.156055482604756,-30.212799947744834,11,0.0,0.0,2,120,2100,15.10762451786982,81.34864502483586,-99.47830120944907,-2.485465436064141
6,-88.69615817911468,25.258526258084785,11,0.0,0.0,2,120,2100,16.106775190797265,175.26425227994582,-100.03414801184766,-3.029268423074449
7,172.05394218714457,39.285964956275194,11,0.0,0.0,2,120,2100,16.562127191645207,249.59132512495228,-100.27679656691201,-3.31472453404319
8,146.67173586743752,-16.367430722083625,11,0.0,0.0,2,120,2100,16.585027402989535,358.1265630715635,-100.28610084901615,-3.263350628358934
9,76.95837731159918,-38.50418816359804,11,0.0,0.0,2,120,2100,16.000036716428298,9.235722398892506,-99.97693512050361,-3.0113354334016385
10,-82.29160859406029,-74.63744776534912,11,0.0,0.0,2,120,2100,16.09707673255487,75.23020433178374,-100.0295767354506,-3.3929953230920473
11,164.1437325182854,73.52875265262185,11,0.0,0.0,2,120,2100,16.281966396583908,244.6185430671636,-100.1287234349312,-3.4721655332495955
12,98.78968723117515,2.7476489077708095,11,0.0,0.0,2,120,2100,16.21304404806706,327.21974989490013,-100.09229148445826,-3.0604243726963523
13,49.62954658888333,-54.82182850505235,11,0.0,0.0,2,120,2100,15.840966696433984,31.763876831966627,-99.8902425982695,-3.0114062393868606
14,27.20695517298637,-68.92862717452985,11,0.0,0.0,2,120,2100,15.887779956004675,50.00935295742477,-99.91591419266094,-3.1802776924343386
15,-166.75465015270333,14.00674145761245,11,0.0,0.0,2,120,2100,16.7004016281145,197.43267161261758,-100.34802378764789,-3.3232089541774883
16,166.33845034924377,-66.9291707105447,11,0.0,0.0,2,120,2100,16.342058830091272,54.25538230899474,-100.16074226700745,-3.3935110700252604
17,-1.5576260955098178,30.854791978714843,11,0.0,0.0,2,120,2100,15.050593491565925,237.39484799373162,-99.44548087344205,-2.4541255334902905
18,102.09516698673838,-46.605241046058815,11,0.0,0.0,2,120,2100,16.207942028174056,17.24689654399981,-100.08897883963168,-3.1610378442462252
19,-139.8063075142215,26.458541017227205,11,0.0,0.0,2,120,2100,16.51159875159275,187.63753580331405,-100.24967451060128,-3.246855685576553
20,3.0207291489710144,38.74083645229288,11,0.0,0.0,2,120,2100,15.279603550609023,243.75784240678206,-99.57645814595978,-2.6111762120290787
21,0.6519489716081921,48.79724512236527,11,0.0,0.0,2,120,2100,15.507894428126653,240.5707623557078,-99.70522732871785,-2.7872541244767843
22,165.2328099443181,-79.9873845720891,11,0.0,0.0,2,120,2100,16.22210549750996,57.42330128183107,-100.09687449515857,-3.603760348925814
23,8.125036242242857,70.29420173952926,11,0.0,0.0,2,120,2100,15.875767580537856,242.89789449428378,-99.9089205479231,-3.193521645420812
24,5.640959622417654,-49.615922401436585,11,0.0,0.0,2,120,2100,15.529202933234389,55.220732619047794,-99.71731978331195,-2.8042430009855095
25,-65.96497796598683,-88.19030762835996,11,0.0,0.0,2,120,2100,16.111741273882494,61.65287718174943,-100.03757238764867,-4.2442934572397215
26,-73.09633634224716,10.468335010301573,11,0.0,0.0,2,120,2100,15.915886139120635,160.9298949068625,-99.930716761119,-2.9036916247573625
27,4.864144509236354,-23.2011221147596,11,0.0,0.0,2,120,2100,14.784697112181917,48.80982601848768,-99.28921053347283,-2.279636130080584
28,-17.736030471519513,57.037474243062405,11,0.0,0.0,2,120,2100,15.69406475888931,228.8252589536233,-99.80888612289218,-2.9463618106285416
29,-172.40759957398453,53.602080520763565,11,0.0,0.0,2,120,2100,16.456661902296293,234.4367408368746,-100.22127239486196,-3.3352321502598326
30,107.85254665668674,-24.125792956292287,11,0.0,0.0,2,120,2100,16.28592666058402,355.1978319089808,-100.13036980869609,-3.1237584380650745
31,174.55189909543782,78.82772460754049,11,0.0,0.0,2,120,2100,16.23647333894082,241.07426702660393,-100.1043477157684,-3.5783428930966075
0,47.20399149900683,-11.925512956056721,11,90.0,180.0,3,240,2100,16.24439620979372,72.79600850099314,-100.1098720300467,-3.289753169667502
1,27.791867161438745,62.574337951227506,11,90.0,180.0,3,240,2100,14.931633314040017,92.20813283856126,-99.37605176346021,-2.2952213803707067
2,3.189256178077386,-50.944904973390614,11,90.0,180.0,3,240,2100,16.56852297316813,116.81074382192259,-100.28009666373538,-3.6364451406135405
3,-67.42738439265565,-84.4594812422539,11,90.0,180.0,3,240,2100,16.781846407271548,187.4273843926557,-100.39004596475485,-4.260171425314219
4,-171.5343974271468,-47.1336403647321,11,90.0,180.0,3,240,2100,16.541109833265896,291.5343974271468,-100.26787141767568,-3.3473530217262475
5,-13.156055482604756,-30.212799947744834,11,90.0,180.0,3,240,2100,16.409417420193684,133.15605548260476,-100.19652928993607,-3.5620048127653674
6,-88.69615817911468,25.258526258084785,11,90.0,180.0,3,240,2100,15.790555991287219,208.69615817911472,-99.86087888015247,-2.767094684964062
7,172.05394218714457,39.285964956275194,11,90.0,180.0,3,240,2100,15.546356715027196,307.94605781285543,-99.72663081333785,-2.4821597595032636
8,146.67173586743752,-16.367430722083625,11,90.0,180.0,3,240,2100,16.287053352551723,333.3282641325625,-100.13283498908162,-3.0358680505320885
9,76.95837731159918,-38.50418816359804,11,90.0,180.0,3,240,2100,16.47611540670752,43.04162268840082,-100.2311808144175,-3.3873032376216425
10,-82.29160859406029,-74.63744776534912,11,90.0,180.0,3,240,2100,16.723899664902618,202.29160859406034,-100.36057517662249,-3.8675051224901384
11,164.1437325182854,73.52875265262185,11,90.0,180.0,3,240,2100,14.421770661503263,315.8562674817146,-99.07417583849312,-1.8448663277603932
12,98.78968723117515,2.7476489077708095,11,90.0,180.0,3,240,2100,16.088958450576502,21.21031276882485,-100.02527025177994,-2.959891177174707
13,49.62954658888333,-54.82182850505235,11,90.0,180.0,3,240,2100,16.595658120248338,70.37045341111667,-100.29416107888784,-3.6039705710045373
14,27.20695517298637,-68.92862717452985,11,90.0,180.0,3,240,2100,16.688609112554246,92.7930448270136,-100.34219168711788,-3.7975150545404617
15,-166.75465015270333,14.00674145761245,11,90.0,180.0,3,240,2100,15.950798591457483,286.75465015270333,-99.95076955103322,-2.727973866602561
16,166.33845034924377,-66.9291707105447,11,90.0,180.0,3,240,2100,16.675948459110412,313.6615496507562,-100.33741128272572,-3.648716852909514
17,-1.5576260955098178,30.854791978714843,11,90.0,180.0,3,240,2100,15.700149565300702,121.55762609550982,-99.8122710967835,-3.0163437236413353
18,102.09516698673838,-46.605241046058815,11,90.0,180.0,3,240,2100,16.53724922027913,17.904833013261623,-100.2599139870748,-3.412176344252397
19,-139.8063075142215,26.458541017227205,11,90.0,180.0,3,240,2100,15.77184657188049,259.8063075142215,-99.85106382725724,-2.6459325163971714
20,3.0207291489710144,38.74083645229288,11,90.0,180.0,3,240,2100,15.557048418501727,116.97927085102896,-99.73259427298811,-2.8505716376617163
21,0.6519489716081921,48.79724512236527,11,90.0,180.0,3,240,2100,15.338659178391037,119.34805102839181,-99.6094991161847,-2.6402787786127218
22,165.2328099443181,-79.9873845720891,11,90.0,180.0,3,240,2100,16.755878119028132,314.7671900556819,-100.3782338653754,-4.0023443600991095
23,8.125036242242857,70.29420173952926,11,90.0,180.0,3,240,2100,14.601067216531245,111.87496375775714,-99.18235670769263,-2.070278861743881
24,5.640959622417654,-49.615922401436585,11,90.0,180.0,3,240,2100,16.559049145768,114.35904037758235,-100.27519631353283,-3.6282793919010494
25,-65.96497796598683,-88.19030762835996,11,90.0,180.0,3,240,2100,16.803006013842417,185.96497796598692,-100.40082263448899,-4.736744325165864
26,-73.09633634224716,10.468335010301573,11,90.0,180.0,3,240,2100,15.996309197352327,193.09633634224713,-99.97397957793399,-2.968957531112056
27,4.864144509236354,-23.2011221147596,11,90.0,180.0,3,240,2100,16.349319998035273,115.13585549076367,-100.16503172516137,-3.601038589648332
28,-17.736030471519513,57.037474243062405,11,90.0,180.0,3,240,2100,15.115525445892713,137.73603047151948,-99.48205207933738,-2.443778667209238
29,-172.40759957398453,53.602080520763565,11,90.0,180.0,3,240,2100,15.214665702935372,292.4075995739845,-99.53772026267389,-2.293879102723889
30,107.85254665668674,-24.125792956292287,11,90.0,180.0,3,240,2100,16.35745520602718,12.14745334331326,-100.16606407927307,-3.1767339457146364
31,174.55189909543782,78.82772460754049,11,90.0,180.0,3,240,2100,14.033589942363726,305.4481009045622,-98.83895902877082,-1.6153525355809208
0,49.090987162417036,-10.561003167455908,12,-90.0,-180.0,1,0,2100,15.99514334503574,229.090987162417,-99.97460509162353,-3.0788897010055805
1,29.57866876077958,61.96499756810178,12,-90.0,-180.0,1,0,2100,16.643804114569,209.57866876077955,-100.31950115357203,-3.706276182546773
2,2.5973064616757995,-51.30252345996605,12,-90.0,-180.0,1,0,2100,15.275928464649768,182.59730646167577,-99.57376038178951,-2.5850488521447854
3,-69.32045690448919,-85.61316182379785,12,-90.0,-180.0,1,0,2100,13.098764622428718,110.67954309551084,-98.24994365316483,-1.0509724909602072
4,-170.8967460163816,-47.38191037316688,12,-90.0,-180.0,1,0,2100,15.372432853337633,9.103253983618401,-99.63311845758001,-2.3863884818704144
5,-13.003778287815322,-32.08015405474482,12,-90.0,-180.0,1,0,2100,15.67921408367076,166.9962217121847,-99.80042192987955,-2.969148942344986
6,-90.41092186111192,25.812286748070747,12,-90.0,-180.0,1,0,2100,16.372124580540415,89.58907813888811,-100.17778531420262,-3.2393202411684694
7,175.16061204438176,37.605610955001794,12,-90.0,-180.0,1,0,2100,16.469098253628303,355.16061204438176,-100.22576704295088,-3.229811047564672
8,146.73210497623592,-16.62341773131817,12,-90.0,-180.0,1,0,2100,15.915758804765185,326.7321049762359,-99.93365399291655,-2.7346420851841864
9,78.93815975740273,-38.94920224179595,12,-90.0,-180.0,1,0,2100,15.552975187736328,258.93815975740273,-99.72998527167867,-2.631803524034149
10,-83.1508456834859,-74.70608097268877,12,-90.0,-180.0,1,0,2100,14.34760972785466,96.8491543165141,-99.03139879973642,-1.8489472405037604
11,164.74705488606287,73.39480181781667,12,-90.0,-180.0,1,0,2100,16.716323264562554,344.74705488606287,-100.35295279159612,-3.7906491885578983
12,98.22089272661248,3.219614942716177,12,-90.0,-180.0,1,0,2100,16.1551120969572,278.2208927266125,-100.06189769792672,-3.0165546577639537
13,52.64698465830605,-54.45088462325604,12,-90.0,-180.0,1,0,2100,15.191069365005454,232.646984658306,-99.52468364762073,-2.4429234915026985
14,23.80851295214154,-69.75513359486511,12,-90.0,-180.0,1,0,2100,14.628055534567777,203.8085129521415,-99.19836471397397,-2.0828251784150744
15,-167.7582178572821,14.026933571149343,12,-90.0,-180.0,1,0,2100,16.264803768897604,12.24178214271791,-100.12121277851693,-2.9857350564364076
16,166.20864281123812,-67.05437438232846,12,-90.0,-180.0,1,0,2100,14.753281545228866,346.2086428112381,-99.27845562422618,-2.040723768023073
17,0.11039617815046654,31.56781846217976,12,-90.0,-180.0,1,0,2100,16.420626197880637,180.11039617815044,-100.20283779410767,-3.5848826607075917
18,102.5847576141947,-49.099942625219,12,-90.0,-180.0,1,0,2100,15.331285525776707,282.5847576141947,-99.60514779280324,-2.4375536714493666
19,-139.66552909197628,26.484481051339927,12,-90.0,-180.0,1,0,2100,16.37791197167674,40.33447090802372,-100.18162194973617,-3.146499522371596
20,-1.4526935466072928,39.28384387815797,12,-90.0,-180.0,1,0,2100,16.482164237068172,178.5473064533927,-100.2352140947284,-3.591197021482033
21,-2.38453855935515,48.512750424090086,12,-90.0,-180.0,1,0,2100,16.551116287353146,177.61546144064482,-100.2712811216391,-3.6239329066978865
22,164.82449156584818,-79.89504880229754,12,-90.0,-180.0,1,0,2100,13.933180250598788,344.8244915658481,-98.78123671551403,-1.5562359550625078
23,9.730205802499569,69.36146393375122,12,-90.0,-180.0,1,0,2100,16.69132887677998,189.73020580249957,-100.34392105515771,-3.811994046936959
24,3.1998657290201606,-49.44480585837047,12,-90.0,-180.0,1,0,2100,15.322817926420562,183.19986572902013,-99.60038081431843,-2.6256852527229517
25,-64.97294155255541,-88.16405089428763,12,-90.0,-180.0,1,0,2100,12.2277203048353,115.02705844744469,-97.64908024016134,-0.44416881881081094
26,-73.98922216104924,12.475214114272603,12,-90.0,-180.0,1,0,2100,16.24977488376441,106.01077783895073,-100.11226794727062,-3.1735892657613003
27,4.004799286888044,-21.76131280662115,12,-90.0,-180.0,1,0,2100,15.84316563684624,184.00479928688802,-99.89120217876064,-3.221842776926238
28,-19.548020652313568,55.30364751671249,12,-90.0,-180.0,1,0,2100,16.598979575719152,160.45197934768646,-100.29615841897271,-3.6545273494196753
29,-173.00287524619907,53.64675769207389,12,-90.0,-180.0,1,0,2100,16.58751111710491,6.997124753800904,-100.28736407092745,-3.431966537279818
30,104.45854018166375,-21.67195004110333,12,-90.0,-180.0,1,0,2100,15.844474341562766,284.45854018166375,-99.89280763783583,-2.767472251914685
31,177.58329186645778,79.27464733175671,12,-90.0,-180.0,1,0,2100,16.75167642131879,357.5832918664577,-100.36813101209509,-3.967977253327672
0,49.090987162417036,-10.561003167455908,12,0.0,0.0,2,120,2100,15.530710717765634,343.8579304098555,-99.71789629473257,-2.690038930218072
1,29.57866876077958,61.96499756810178,12,0.0,0.0,2,120,2100,15.807884625361607,254.7269743516739,-99.87168403239679,-3.0527268382855475
2,2.5973064616757995,-51.30252345996605,12,0.0,0.0,2,120,2100,15.558812317406105,57.920978419905055,-99.73390188436746,-2.831035788773803
3,-69.32045690448919,-85.61316182379785,12,0.0,0.0,2,120,2100,16.102615705839845,64.10519436972174,-100.0326398987863,-3.8521880030590565
4,-170.8967460163816,-47.38191037316688,12,0.0,0.0,2,120,2100,16.502634309295264,68.28279604361788,-100.24532720634019,-3.3163047970548276
5,-13.003778287815322,-32.08015405474482,12,0.0,0.0,2,120,2100,15.156842559945089,79.74718865395153,-99.5065563913042,-2.519041117719709
6,-90.41092186111192,25.812286748070747,12,0.0,0.0,2,120,2100,16.124065427196875,175.81286436092068,-100.04346913012604,-3.0398134702503805
7,175.16061204438176,37.605610955001794,12,0.0,0.0,2,120,2100,16.576896069322178,246.25041942144588,-100.28446263824485,-3.3161321921952727
8,146.73210497623592,-16.62341773131817,12,0.0,0.0,2,120,2100,16.584689272741656,358.55783163303886,-100.28588708062215,-3.263484215500354
9,78.93815975740273,-38.94920224179595,12,0.0,0.0,2,120,2100,16.01975601325143,9.475532551939978,-99.98762966244949,-3.0238129381920498
10,-83.1508456834859,-74.70608097268877,12,0.0,0.0,2,120,2100,16.099731383091026,75.18983443100052,-100.03100525932467,-3.395894491632552
11,164.74705488606287,73.39480181781667,12,0.0,0.0,2,120,2100,16.283633042244283,244.48588226920617,-100.12961116048153,-3.470490571495967
12,98.22089272661248,3.219614942716177,12,0.0,0.0,2,120,2100,16.2072398513015,326.74702871796745,-100.08918699596762,-3.057405055754741
13,52.64698465830605,-54.45088462325604,12,0.0,0.0,2,120,2100,15.859239379504102,30.40194055409006,-99.90026777474296,-3.0188240996687843
14,23.80851295214154,-69.75513359486511,12,0.0,0.0,2,120,2100,15.890458859666568,51.53173593417091,-99.91738047038025,-3.1938128895231155
15,-167.7582178572821,14.026933571149343,12,0.0,0.0,2,120,2100,16.704433138582885,199.67753026715707,-100.3501216769944,-3.325343858853043
16,166.20864281123812,-67.05437438232846,12,0.0,0.0,2,120,2100,16.340865501982844,54.23708667212827,-100.16010912481897,-3.3945139184255257
17,0.11039617815046654,31.56781846217976,12,0.0,0.0,2,120,2100,15.072297806648004,240.17967177179764,-99.45793249975306,-2.468589811803097
18,102.5847576141947,-49.099942625219,12,0.0,0.0,2,120,2100,16.20717696141446,19.788234663585342,-100.08862272903735,-3.1745027948479008
19,-139.66552909197628,26.484481051339927,12,0.0,0.0,2,120,2100,16.510670025375177,187.5886077360371,-100.24918473098731,-3.2464264825446216
20,-1.4526935466072928,39.28384387815797,12,0.0,0.0,2,120,2100,15.291540156768841,238.22489230541652,-99.58332628467153,-2.620220122116698
21,-2.38453855935515,48.512750424090086,12,0.0,0.0,2,120,2100,15.50288435013219,237.89284351218498,-99.70244476828599,-2.7828984528554948
22,164.82449156584818,-79.89504880229754,12,0.0,0.0,2,120,2100,16.222811676464236,57.32892458495439,-100.097252033611,-3.600957161918471
23,9.730205802499569,69.36146393375122,12,0.0,0.0,2,120,2100,15.863946587554928,243.64231010127736,-99.90244015140576,-3.1728995775299906
24,3.1998657290201606,-49.44480585837047,12,0.0,0.0,2,120,2100,15.52255501130572,57.26522301623197,-99.71360562123934,-2.799540271419094
25,-64.97294155255541,-88.16405089428763,12,0.0,0.0,2,120,2100,16.111297477367273,61.663670246734625,-100.03733464046105,-4.237121781913689
26,-73.98922216104924,12.475214114272603,12,0.0,0.0,2,120,2100,15.929301080560624,162.96196883149742,-99.93801549774136,-2.9128642850927164
27,4.004799286888044,-21.76131280662115,12,0.0,0.0,2,120,2100,14.7161454671719,50.076253445904285,-99.248666985178,-2.236325304270247
28,-19.548020652313568,55.30364751671249,12,0.0,0.0,2,120,2100,15.672979986824737,226.957246543925,-99.79722324583449,-2.921476690757374
29,-173.00287524619907,53.64675769207389,12,0.0,0.0,2,120,2100,16.45675165039928,234.87657439103748,-100.22132647469434,-3.335630890316467
30,104.45854018166375,-21.67195004110333,12,0.0,0.0,2,120,2100,16.2589198043614,352.31219864974867,-100.11616415914254,-3.1044444551061683
31,177.58329186645778,79.27464733175671,12,0.0,0.0,2,120,2100,16.232455629961667,240.4576039284878,-100.10218452247337,-3.590621768433004
0,49.090987162417036,-10.561003167455908,12,90.0,180.0,3,240,2100,16.230918469657777,70.90901283758296,-100.10269783533595,-3.268664510345223
1,29.57866876077958,61.96499756810178,12,90.0,180.0,3,240,2100,14.953607977033466,90.42133123922042,-99.38882035378923,-2.309319340800732
2,2.5973064616757995,-51.30252345996605,12,90.0,180.0,3,240,2100,16.571057052271478,117.40269353832417,-100.28140889140468,-3.6386358518555273
3,-69.32045690448919,-85.61316182379785,12,90.0,180.0,3,240,2100,16.788437523268623,189.32045690448922,-100.39343930349344,-4.353300241899699
4,-170.8967460163816,-47.38191037316688,12,90.0,180.0,3,240,2100,16.542918620121196,290.8967460163816,-100.26881048060152,-3.3506876432853354
5,-13.003778287815322,-32.08015405474482,12,90.0,180.0,3,240,2100,16.424831743320777,133.0037782878153,-100.20465484970707,-3.563970762651585
6,-90.41092186111192,25.812286748070747,12,90.0,180.0,3,240,2100,15.781965790247979,210.4109218611119,-99.85612410520697,-2.7563383482723895
7,175.16061204438176,37.605610955001794,12,90.0,180.0,3,240,2100,15.57895351803785,304.83938795561824,-99.74484412331661,-2.500151426572188
8,146.73210497623592,-16.62341773131817,12,90.0,180.0,3,240,2100,16.289457090672464,333.2678950237641,-100.13410825999198,-3.0382299221224
9,78.93815975740273,-38.94920224179595,12,90.0,180.0,3,240,2100,16.4795724556875,41.06184024259727,-100.23283903961679,-3.38626284807681
10,-83.1508456834859,-74.70608097268877,12,90.0,180.0,3,240,2100,16.724316452837407,203.1508456834859,-100.36080276610889,-3.8686164613661287
11,164.74705488606287,73.39480181781667,12,90.0,180.0,3,240,2100,14.429870171120317,315.25294511393713,-99.07901775355727,-1.8494942281319662
12,98.22089272661248,3.219614942716177,12,90.0,180.0,3,240,2100,16.083534561327728,21.779107273387524,-100.02239975375335,-2.9572008933410006
13,52.64698465830605,-54.45088462325604,12,90.0,180.0,3,240,2100,16.593093453446066,67.35301534169395,-100.29276171109987,-3.594665128645498
14,23.80851295214154,-69.75513359486511,12,90.0,180.0,3,240,2100,16.693796124436155,96.19148704785846,-100.344858174749,-3.8121681076901526
15,-167.7582178572821,14.026933571149343,12,90.0,180.0,3,240,2100,15.95053284690819,287.75821785728215,-99.95066088217936,-2.726824526734846
16,166.20864281123812,-67.05437438232846,12,90.0,180.0,3,240,2100,16.676745976516738,313.7913571887619,-100.33781827833877,-3.651190662066332
17,0.11039617815046654,31.56781846217976,12,90.0,180.0,3,240,2100,15.688020785811524,119.88960382184956,-99.80557258460287,-3.001459504217856
18,102.5847576141947,-49.099942625219,12,90.0,180.0,3,240,2100,16.555346591323406,17.4152423858053,-100.26908522826977,-3.4392451914242246
19,-139.66552909197628,26.484481051339927,12,90.0,180.0,3,240,2100,15.771438250649695,259.6655290919763,-99.85083521259297,-2.6458860291666952
20,-1.4526935466072928,39.28384387815797,12,90.0,180.0,3,240,2100,15.546398538427457,121.45269354660729,-99.72652829555119,-2.83979906946572
21,-2.38453855935515,48.512750424090086,12,90.0,180.0,3,240,2100,15.345540197708235,122.38453855935512,-99.61334865907392,-2.646113855139109
22,164.82449156584818,-79.89504880229754,12,90.0,180.0,3,240,2100,16.755334779578277,315.17550843415177,-100.377929387549,-3.9986622623810404
23,9.730205802499569,69.36146393375122,12,90.0,180.0,3,240,2100,14.64731428662329,110.2697941975004,-99.20965206839197,-2.1024011465731514
